model,model_id,ablation,condition,clean_label,attacked_label,count,row_denominator,row_rate,direction
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt09,severe_damage,little_or_no_damage,4,15,0.26666666666666666,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt09,severe_damage,mild_damage,0,15,0.0,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt09,severe_damage,severe_damage,11,15,0.7333333333333333,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,little_or_no_damage,little_or_no_damage,12,12,1.0,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,little_or_no_damage,mild_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,mild_damage,little_or_no_damage,3,5,0.6,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,mild_damage,mild_damage,2,5,0.4,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,severe_damage,little_or_no_damage,4,15,0.26666666666666666,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,severe_damage,mild_damage,0,15,0.0,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt12,severe_damage,severe_damage,11,15,0.7333333333333333,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,little_or_no_damage,little_or_no_damage,12,12,1.0,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,little_or_no_damage,mild_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,mild_damage,little_or_no_damage,2,5,0.4,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,mild_damage,mild_damage,3,5,0.6,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,severe_damage,little_or_no_damage,6,15,0.4,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,severe_damage,mild_damage,0,15,0.0,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,direct_pt15,severe_damage,severe_damage,9,15,0.6,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,little_or_no_damage,little_or_no_damage,11,12,0.9166666666666666,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,little_or_no_damage,mild_damage,1,12,0.08333333333333333,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,mild_damage,mild_damage,4,5,0.8,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,severe_damage,little_or_no_damage,1,15,0.06666666666666667,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,severe_damage,mild_damage,0,15,0.0,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt03,severe_damage,severe_damage,14,15,0.9333333333333333,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,little_or_no_damage,little_or_no_damage,12,12,1.0,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,little_or_no_damage,mild_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,mild_damage,mild_damage,4,5,0.8,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,severe_damage,little_or_no_damage,1,15,0.06666666666666667,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,severe_damage,mild_damage,1,15,0.06666666666666667,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt06,severe_damage,severe_damage,13,15,0.8666666666666667,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,little_or_no_damage,little_or_no_damage,12,12,1.0,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,little_or_no_damage,mild_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,mild_damage,mild_damage,4,5,0.8,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,severe_damage,little_or_no_damage,2,15,0.13333333333333333,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,severe_damage,mild_damage,2,15,0.13333333333333333,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt09,severe_damage,severe_damage,11,15,0.7333333333333333,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,little_or_no_damage,little_or_no_damage,12,12,1.0,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,little_or_no_damage,mild_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,mild_damage,mild_damage,4,5,0.8,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,severe_damage,little_or_no_damage,2,15,0.13333333333333333,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,severe_damage,mild_damage,1,15,0.06666666666666667,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt12,severe_damage,severe_damage,12,15,0.8,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,little_or_no_damage,little_or_no_damage,12,12,1.0,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,little_or_no_damage,mild_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,little_or_no_damage,severe_damage,0,12,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,mild_damage,mild_damage,4,5,0.8,unchanged
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,mild_damage,severe_damage,0,5,0.0,upward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,severe_damage,little_or_no_damage,2,15,0.13333333333333333,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,severe_damage,mild_damage,2,15,0.13333333333333333,downward
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,size,misleading_pt15,severe_damage,severe_damage,11,15,0.7333333333333333,unchanged
