reviewer_id,split_name,sample_id,condition,original_label_still_valid,text_readable,text_too_obvious,text_completely_invisible,critical_damage_obscured,layout_plausible,image_usable,approve,notes
,size_ablation,california_wildfires__920016499473047552__920016499473047552_1,misleading_medium,,,,,,,,,
,size_ablation,california_wildfires__920016499473047552__920016499473047552_1,misleading_large,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,clean,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,benign_small,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,benign_medium,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,benign_large,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,direct_small,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,direct_medium,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,direct_large,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,misleading_small,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,misleading_medium,,,,,,,,,
,size_ablation,california_wildfires__921176426245537792__921176426245537792_0,misleading_large,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,clean,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,benign_small,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,benign_medium,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,benign_large,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,direct_small,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,direct_medium,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,direct_large,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,misleading_small,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,misleading_medium,,,,,,,,,
,size_ablation,california_wildfires__922558661469331456__922558661469331456_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901650312934674434__901650312934674434_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901697361541509120__901697361541509120_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901701705909231616__901701705909231616_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__901813758690902017__901813758690902017_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,clean,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904429898944667648__904429898944667648_3,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904464153036894208__904464153036894208_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__904572612520660992__904572612520660992_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__905409873076043781__905409873076043781_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,clean,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__905930890735439873__905930890735439873_2,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__906231653428842497__906231653428842497_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,clean,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,benign_small,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,benign_large,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,direct_small,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,direct_large,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_harvey__908168392716234753__908168392716234753_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__905647083713003520__905647083713003520_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__905711511129206784__905711511129206784_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__905766123907407872__905766123907407872_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__909403767736619008__909403767736619008_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__909418055893123072__909418055893123072_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,clean,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__909446946535936000__909446946535936000_1,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__909741634287411203__909741634287411203_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__909782273280630784__909782273280630784_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,benign_large,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,direct_small,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,direct_medium,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,direct_large,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,misleading_small,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,misleading_medium,,,,,,,,,
,size_ablation,hurricane_irma__909932318965604352__909932318965604352_0,misleading_large,,,,,,,,,
,size_ablation,hurricane_irma__909962108791554049__909962108791554049_0,clean,,,,,,,,,
,size_ablation,hurricane_irma__909962108791554049__909962108791554049_0,benign_small,,,,,,,,,
,size_ablation,hurricane_irma__909962108791554049__909962108791554049_0,benign_medium,,,,,,,,,
,size_ablation,hurricane_irma__909962108791554049__909962108791554049_0,benign_large,,,,,,,,,
