model,model_id,disaster_type,event_names,condition,source_n,paired_parsed_n,clean_accuracy,clean_correct_target_eligible_n,downward_n,downward_eligible_n,downward_rate,full_cohort_downward_rate,upward_n,upward_eligible_n,upward_rate,full_cohort_upward_rate,mean_signed_severity_shift_attack_minus_clean,interpretation
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,clean,29,29,0.3793103448275862,11,,,,,,,,,,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,benign_image,29,29,0.3793103448275862,11,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,-0.13793103448275862,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,benign_text,29,29,0.3793103448275862,11,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,benign_joint,29,29,0.3793103448275862,11,1.0,11.0,0.09090909090909091,0.034482758620689655,0.0,0.0,,0.0,-0.1724137931034483,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,direct_image,29,29,0.3793103448275862,11,2.0,11.0,0.18181818181818182,0.06896551724137931,0.0,0.0,,0.0,-0.3793103448275862,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,direct_text,29,29,0.3793103448275862,11,2.0,11.0,0.18181818181818182,0.06896551724137931,0.0,0.0,,0.0,-0.10344827586206896,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,direct_joint,29,29,0.3793103448275862,11,6.0,11.0,0.5454545454545454,0.20689655172413793,0.0,0.0,,0.0,-0.5862068965517241,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,misleading_image,29,29,0.3793103448275862,11,3.0,11.0,0.2727272727272727,0.10344827586206896,0.0,0.0,,0.0,-0.27586206896551724,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,misleading_text,29,29,0.3793103448275862,11,1.0,11.0,0.09090909090909091,0.034482758620689655,0.0,0.0,,0.0,-0.10344827586206896,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,flood,srilanka_floods,misleading_joint,29,29,0.3793103448275862,11,4.0,11.0,0.36363636363636365,0.13793103448275862,0.0,0.0,,0.0,-0.3793103448275862,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,clean,559,559,0.5295169946332737,140,,,,,,,,,,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,benign_image,559,559,0.5295169946332737,140,8.0,140.0,0.05714285714285714,0.014311270125223614,13.0,241.0,0.05394190871369295,0.023255813953488372,-0.0017889087656529517,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,benign_text,559,559,0.5295169946332737,140,4.0,140.0,0.02857142857142857,0.007155635062611807,9.0,241.0,0.03734439834024896,0.016100178890876567,0.016100178890876567,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,benign_joint,559,559,0.5295169946332737,140,10.0,140.0,0.07142857142857142,0.017889087656529516,8.0,241.0,0.03319502074688797,0.014311270125223614,-0.014311270125223614,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,direct_image,559,559,0.5295169946332737,140,79.0,140.0,0.5642857142857143,0.1413237924865832,6.0,241.0,0.024896265560165973,0.01073345259391771,-0.3774597495527728,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,direct_text,559,559,0.5295169946332737,140,30.0,140.0,0.21428571428571427,0.05366726296958855,2.0,241.0,0.008298755186721992,0.0035778175313059034,-0.13595706618962433,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,direct_joint,559,559,0.5295169946332737,140,70.0,140.0,0.5,0.1252236135957066,7.0,241.0,0.029045643153526972,0.012522361359570662,-0.334525939177102,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,misleading_image,559,559,0.5295169946332737,140,37.0,140.0,0.2642857142857143,0.06618962432915922,2.0,241.0,0.008298755186721992,0.0035778175313059034,-0.17173524150268335,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,misleading_text,559,559,0.5295169946332737,140,25.0,140.0,0.17857142857142858,0.044722719141323794,0.0,241.0,0.0,0.0,-0.10196779964221825,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,hurricane,hurricane_harvey|hurricane_irma|hurricane_maria,misleading_joint,559,559,0.5295169946332737,140,45.0,140.0,0.32142857142857145,0.08050089445438283,0.0,241.0,0.0,0.0,-0.2075134168157424,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,clean,57,57,0.40350877192982454,23,,,,,,,,,,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,benign_image,57,57,0.40350877192982454,23,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017543859649122806,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,benign_text,57,57,0.40350877192982454,23,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017543859649122806,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,benign_joint,57,57,0.40350877192982454,23,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017543859649122806,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,direct_image,57,57,0.40350877192982454,23,10.0,23.0,0.43478260869565216,0.17543859649122806,0.0,1.0,0.0,0.0,-0.3508771929824561,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,direct_text,57,57,0.40350877192982454,23,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03508771929824561,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,direct_joint,57,57,0.40350877192982454,23,7.0,23.0,0.30434782608695654,0.12280701754385964,0.0,1.0,0.0,0.0,-0.2807017543859649,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,misleading_image,57,57,0.40350877192982454,23,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,misleading_text,57,57,0.40350877192982454,23,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,wildfire,california_wildfires,misleading_joint,57,57,0.40350877192982454,23,1.0,23.0,0.043478260869565216,0.017543859649122806,0.0,1.0,0.0,0.0,-0.03508771929824561,descriptive_event_class_confounded
