model,model_id,ablation,condition,clean_label,attacked_label,count,row_denominator,row_rate,direction
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt09,mild_damage,severe_damage,0,5,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt09,severe_damage,little_or_no_damage,1,14,0.07142857142857142,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt09,severe_damage,mild_damage,3,14,0.21428571428571427,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt09,severe_damage,severe_damage,10,14,0.7142857142857143,unchanged
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,little_or_no_damage,little_or_no_damage,11,11,1.0,unchanged
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,little_or_no_damage,mild_damage,0,11,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,little_or_no_damage,severe_damage,0,11,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,mild_damage,mild_damage,4,5,0.8,unchanged
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,mild_damage,severe_damage,0,5,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,severe_damage,little_or_no_damage,1,14,0.07142857142857142,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,severe_damage,mild_damage,3,14,0.21428571428571427,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt12,severe_damage,severe_damage,10,14,0.7142857142857143,unchanged
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,little_or_no_damage,little_or_no_damage,11,11,1.0,unchanged
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,little_or_no_damage,mild_damage,0,11,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,little_or_no_damage,severe_damage,0,11,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,mild_damage,little_or_no_damage,1,5,0.2,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,mild_damage,mild_damage,4,5,0.8,unchanged
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,mild_damage,severe_damage,0,5,0.0,upward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,severe_damage,little_or_no_damage,1,14,0.07142857142857142,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,severe_damage,mild_damage,3,14,0.21428571428571427,downward
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,size,misleading_pt15,severe_damage,severe_damage,10,14,0.7142857142857143,unchanged
