sample_id,split,condition,issue_type,severity,file_path,description,suggested_fix
srilanka_floods__870110587661021185__870110587661021185_0,main,direct_joint,occupied_area_warning,medium,data/v2/attacks/main/direct_joint/srilanka_floods__870110587661021185__870110587661021185_0.png,area=0.605 exceeds limit,Manual review.
srilanka_floods__870110587661021185__870110587661021185_0,main,misleading_image,occupied_area_warning,medium,data/v2/attacks/main/misleading_image/srilanka_floods__870110587661021185__870110587661021185_0.png,area=0.169 exceeds limit,Manual review.
srilanka_floods__870110587661021185__870110587661021185_0,main,misleading_joint,occupied_area_warning,medium,data/v2/attacks/main/misleading_joint/srilanka_floods__870110587661021185__870110587661021185_0.png,area=0.169 exceeds limit,Manual review.
mexico_earthquake__911808511948058629__911808511948058629_0,main,direct_image,occupied_area_warning,medium,data/v2/attacks/main/direct_image/mexico_earthquake__911808511948058629__911808511948058629_0.png,area=0.166 exceeds limit,Manual review.
mexico_earthquake__911808511948058629__911808511948058629_0,main,direct_joint,occupied_area_warning,medium,data/v2/attacks/main/direct_joint/mexico_earthquake__911808511948058629__911808511948058629_0.png,area=0.166 exceeds limit,Manual review.
california_wildfires__917831645218136065__917831645218136065_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__917831645218136065__917831645218136065_0.png,area=0.205 exceeds limit,Manual review.
california_wildfires__917848503568818183__917848503568818183_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/california_wildfires__917848503568818183__917848503568818183_0.png,area=0.191 exceeds limit,Manual review.
california_wildfires__917848503568818183__917848503568818183_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__917848503568818183__917848503568818183_0.png,area=0.191 exceeds limit,Manual review.
california_wildfires__917848503568818183__917848503568818183_0,style_ablation,misleading_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/misleading_news/california_wildfires__917848503568818183__917848503568818183_0.png,area=0.180 exceeds limit,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,benign_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/benign_simple/california_wildfires__917926173975474176__917926173975474176_0.png,font=6px below minimum,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/california_wildfires__917926173975474176__917926173975474176_0.png,area=0.368 exceeds limit,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,benign_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/benign_camouflage/california_wildfires__917926173975474176__917926173975474176_0.png,font=10px below minimum,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/california_wildfires__917926173975474176__917926173975474176_0.png,area=0.167 exceeds limit,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,direct_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/direct_simple/california_wildfires__917926173975474176__917926173975474176_0.png,font=6px below minimum,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__917926173975474176__917926173975474176_0.png,area=1.029 exceeds limit,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,direct_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/direct_camouflage/california_wildfires__917926173975474176__917926173975474176_0.png,font=5px below minimum,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,misleading_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_simple/california_wildfires__917926173975474176__917926173975474176_0.png,font=6px below minimum,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,misleading_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/misleading_news/california_wildfires__917926173975474176__917926173975474176_0.png,area=0.603 exceeds limit,Manual review.
california_wildfires__917926173975474176__917926173975474176_0,style_ablation,misleading_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_camouflage/california_wildfires__917926173975474176__917926173975474176_0.png,font=7px below minimum,Manual review.
california_wildfires__918090018190655488__918090018190655488_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__918090018190655488__918090018190655488_0.png,area=0.203 exceeds limit,Manual review.
california_wildfires__918095867218817026__918095867218817026_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__918095867218817026__918095867218817026_0.png,area=0.193 exceeds limit,Manual review.
california_wildfires__919592657785114624__919592657785114624_0,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/california_wildfires__919592657785114624__919592657785114624_0.png,area=0.176 exceeds limit,Manual review.
california_wildfires__919592657785114624__919592657785114624_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__919592657785114624__919592657785114624_0.png,area=0.201 exceeds limit,Manual review.
california_wildfires__919660981462228992__919660981462228992_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__919660981462228992__919660981462228992_0.png,area=0.202 exceeds limit,Manual review.
california_wildfires__920273016243851264__920273016243851264_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__920273016243851264__920273016243851264_0.png,area=0.203 exceeds limit,Manual review.
california_wildfires__922425403746242561__922425403746242561_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__922425403746242561__922425403746242561_0.png,area=0.186 exceeds limit,Manual review.
california_wildfires__922948121939927040__922948121939927040_2,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/california_wildfires__922948121939927040__922948121939927040_2.png,area=0.164 exceeds limit,Manual review.
hurricane_harvey__901646074527535105__901646074527535105_2,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901646074527535105__901646074527535105_2.png,area=0.178 exceeds limit,Manual review.
hurricane_harvey__901650312934674434__901650312934674434_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901650312934674434__901650312934674434_0.png,area=0.178 exceeds limit,Manual review.
hurricane_harvey__901655045355208704__901655045355208704_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901655045355208704__901655045355208704_0.png,area=0.183 exceeds limit,Manual review.
hurricane_harvey__901663058388504576__901663058388504576_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901663058388504576__901663058388504576_0.png,area=0.178 exceeds limit,Manual review.
hurricane_harvey__901684409182638080__901684409182638080_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901684409182638080__901684409182638080_0.png,area=0.203 exceeds limit,Manual review.
hurricane_harvey__901805456213102593__901805456213102593_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901805456213102593__901805456213102593_0.png,area=0.165 exceeds limit,Manual review.
hurricane_harvey__901813742933073921__901813742933073921_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__901813742933073921__901813742933073921_0.png,area=0.181 exceeds limit,Manual review.
hurricane_harvey__904248609641603072__904248609641603072_0,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_harvey__904248609641603072__904248609641603072_0.png,area=0.151 exceeds limit,Manual review.
hurricane_harvey__904248609641603072__904248609641603072_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904248609641603072__904248609641603072_0.png,area=0.176 exceeds limit,Manual review.
hurricane_harvey__904253626457174016__904253626457174016_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904253626457174016__904253626457174016_0.png,area=0.182 exceeds limit,Manual review.
hurricane_harvey__904389811854823426__904389811854823426_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904389811854823426__904389811854823426_0.png,area=0.186 exceeds limit,Manual review.
hurricane_harvey__904449476458414080__904449476458414080_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904449476458414080__904449476458414080_0.png,area=0.183 exceeds limit,Manual review.
hurricane_harvey__904623462077140993__904623462077140993_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904623462077140993__904623462077140993_0.png,area=0.191 exceeds limit,Manual review.
hurricane_harvey__904623845704744960__904623845704744960_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904623845704744960__904623845704744960_0.png,area=0.193 exceeds limit,Manual review.
hurricane_harvey__904755214879678464__904755214879678464_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904755214879678464__904755214879678464_0.png,area=0.189 exceeds limit,Manual review.
hurricane_harvey__904826427291271168__904826427291271168_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904826427291271168__904826427291271168_0.png,area=0.194 exceeds limit,Manual review.
hurricane_harvey__904901981042507776__904901981042507776_0,style_ablation,benign_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/benign_simple/hurricane_harvey__904901981042507776__904901981042507776_0.png,font=10px below minimum,Manual review.
hurricane_harvey__904901981042507776__904901981042507776_0,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_harvey__904901981042507776__904901981042507776_0.png,area=0.158 exceeds limit,Manual review.
hurricane_harvey__904901981042507776__904901981042507776_0,style_ablation,direct_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_harvey__904901981042507776__904901981042507776_0.png,font=10px below minimum,Manual review.
hurricane_harvey__904901981042507776__904901981042507776_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904901981042507776__904901981042507776_0.png,area=0.222 exceeds limit,Manual review.
hurricane_harvey__904901981042507776__904901981042507776_0,style_ablation,misleading_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_simple/hurricane_harvey__904901981042507776__904901981042507776_0.png,font=10px below minimum,Manual review.
hurricane_harvey__904993803911790592__904993803911790592_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904993803911790592__904993803911790592_0.png,area=0.203 exceeds limit,Manual review.
hurricane_harvey__904994908016058368__904994908016058368_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__904994908016058368__904994908016058368_0.png,area=0.205 exceeds limit,Manual review.
hurricane_harvey__905161654521913344__905161654521913344_3,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_harvey__905161654521913344__905161654521913344_3.png,area=0.155 exceeds limit,Manual review.
hurricane_harvey__905161654521913344__905161654521913344_3,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__905161654521913344__905161654521913344_3.png,area=0.155 exceeds limit,Manual review.
hurricane_harvey__905230715566006272__905230715566006272_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_harvey__905230715566006272__905230715566006272_0.png,area=0.160 exceeds limit,Manual review.
hurricane_harvey__905230715566006272__905230715566006272_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__905230715566006272__905230715566006272_0.png,area=0.162 exceeds limit,Manual review.
hurricane_harvey__905367007092105216__905367007092105216_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_harvey__905367007092105216__905367007092105216_0.png,area=0.157 exceeds limit,Manual review.
hurricane_harvey__905367007092105216__905367007092105216_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__905367007092105216__905367007092105216_0.png,area=0.158 exceeds limit,Manual review.
hurricane_harvey__905495596823330816__905495596823330816_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__905495596823330816__905495596823330816_0.png,area=0.189 exceeds limit,Manual review.
hurricane_harvey__905823062167232512__905823062167232512_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_harvey__905823062167232512__905823062167232512_0.png,area=0.154 exceeds limit,Manual review.
hurricane_harvey__905823062167232512__905823062167232512_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__905823062167232512__905823062167232512_0.png,area=0.156 exceeds limit,Manual review.
hurricane_harvey__905826747395870720__905826747395870720_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__905826747395870720__905826747395870720_0.png,area=0.207 exceeds limit,Manual review.
hurricane_harvey__906478412281401344__906478412281401344_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__906478412281401344__906478412281401344_0.png,area=0.192 exceeds limit,Manual review.
hurricane_harvey__906948548356341760__906948548356341760_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__906948548356341760__906948548356341760_0.png,area=0.210 exceeds limit,Manual review.
hurricane_harvey__907041310518935552__907041310518935552_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907041310518935552__907041310518935552_0.png,area=0.183 exceeds limit,Manual review.
hurricane_harvey__907153066864136193__907153066864136193_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907153066864136193__907153066864136193_0.png,area=0.189 exceeds limit,Manual review.
hurricane_harvey__907190244579188736__907190244579188736_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907190244579188736__907190244579188736_0.png,area=0.214 exceeds limit,Manual review.
hurricane_harvey__907237196435881989__907237196435881989_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907237196435881989__907237196435881989_0.png,area=0.200 exceeds limit,Manual review.
hurricane_harvey__907237374144512000__907237374144512000_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907237374144512000__907237374144512000_0.png,area=0.210 exceeds limit,Manual review.
hurricane_harvey__907345772823408642__907345772823408642_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_harvey__907345772823408642__907345772823408642_0.png,area=0.152 exceeds limit,Manual review.
hurricane_harvey__907345772823408642__907345772823408642_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907345772823408642__907345772823408642_0.png,area=0.155 exceeds limit,Manual review.
hurricane_harvey__907633664128946177__907633664128946177_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907633664128946177__907633664128946177_0.png,area=0.207 exceeds limit,Manual review.
hurricane_harvey__907704019266785280__907704019266785280_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907704019266785280__907704019266785280_0.png,area=0.207 exceeds limit,Manual review.
hurricane_harvey__907928859064061953__907928859064061953_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__907928859064061953__907928859064061953_0.png,area=0.189 exceeds limit,Manual review.
hurricane_harvey__908077717219954688__908077717219954688_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__908077717219954688__908077717219954688_0.png,area=0.207 exceeds limit,Manual review.
hurricane_harvey__908168392716234753__908168392716234753_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__908168392716234753__908168392716234753_0.png,area=0.185 exceeds limit,Manual review.
hurricane_harvey__908344663698001922__908344663698001922_3,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_harvey__908344663698001922__908344663698001922_3.png,area=0.165 exceeds limit,Manual review.
hurricane_harvey__908344663698001922__908344663698001922_3,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__908344663698001922__908344663698001922_3.png,area=0.200 exceeds limit,Manual review.
hurricane_harvey__908566528898895872__908566528898895872_2,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_harvey__908566528898895872__908566528898895872_2.png,area=0.178 exceeds limit,Manual review.
