split_name,sample_id,duplicate_cluster_id,event_name,damage_label_normalized,sha256,perceptual_hash
pilot,hurricane_harvey__904623462077140993__904623462077140993_0,cluster_00036,hurricane_harvey,little_or_no_damage,0868486c980946d3b7679a897f5d9aa088a3a6807ef6bc175743ce075ce99a8c,2f37155517373f35
pilot,hurricane_harvey__904669405585457152__904669405585457152_0,cluster_00465,hurricane_harvey,mild_damage,04687e831ba7b7619aa979328de32e5282c56e5e058963082787b61bc2e4a8d9,0307070f1f0e0603
pilot,hurricane_harvey__904826427291271168__904826427291271168_0,cluster_00476,hurricane_harvey,mild_damage,12c961b175cf8406bcad6cfd36e60f5cb0c74740e5a432e3a5a27d9d2fc8a770,0494c43e3f3f3f3f
pilot,hurricane_harvey__904919183762219008__904919183762219008_0,cluster_00043,hurricane_harvey,little_or_no_damage,220860adda01fe6dbd5dcef6a20e94342c1dc2ab426185fd4b5934bceb856319,1b9b1d1d8e0e0607
pilot,hurricane_harvey__905188876968501249__905188876968501249_0,cluster_01672,hurricane_harvey,severe_damage,4f201c37bace057f3e2fa8e393fabde70e9d46399ddee330326f0cfc3edbe0e7,59ccc1c5d5f3d7d5
pilot,hurricane_harvey__906199066966667264__906199066966667264_0,cluster_01781,hurricane_harvey,severe_damage,44251a9de106c21d2baf69cf127aadf4eb1780df289909da6143959a30360ea8,3f2e6727d3e3d9e9
pilot,hurricane_harvey__906713368563556353__906713368563556353_0,cluster_00530,hurricane_harvey,mild_damage,6b0cec8f299b48276b45adc3590e44fa58126a50127b54e40f725ed65cf3d4cd,2f6df7c975371f57
pilot,hurricane_harvey__906851261881962497__906851261881962497_0,cluster_00070,hurricane_harvey,little_or_no_damage,303b147898da13b041a8ff28cd5f958633d7323d497aca84071b3232bd6e554c,9d1517130d250326
pilot,hurricane_harvey__907190244579188736__907190244579188736_0,cluster_00543,hurricane_harvey,mild_damage,7fbbfb70dddb2037c311dd12ccbaa8c8df34eaa5b7bf7aecfc64469ad7ce1359,37f7e7d3f3e37373
pilot,hurricane_harvey__908073044341673986__908073044341673986_0,cluster_00297,hurricane_harvey,little_or_no_damage,1a647061342fea564bef49c257b565c6f391a064bac518013e65cc00bcfe518d,1f1f9f736f1f3f0f
pilot,hurricane_harvey__908510389981368321__908510389981368321_0,cluster_00088,hurricane_harvey,little_or_no_damage,6ffea52f388a973db875c10c65a9b7a965660667cfe4e75ca1c07c7f5ced4020,60601460726efcf3
pilot,hurricane_harvey__908701985809068034__908701985809068034_0,cluster_00090,hurricane_harvey,little_or_no_damage,16357d2f7e90d4de5acad670270d9bb6e869ad29c23f6862e67165933913e7a5,1b9b9d1d0d8e0e0e
pilot,hurricane_harvey__908705573570478080__908705573570478080_0,cluster_00594,hurricane_harvey,mild_damage,a8637b031bfb0c9678f353a09791b2f75c1df5730746c37b08a1d7d06737192e,0d0d6e6ee7602759
pilot,hurricane_irma__905658056465199105__905658056465199105_0,cluster_01968,hurricane_irma,severe_damage,be2022eb8025daf1474bf07f0c479647efabcd17eea040e7aa7e4a07949ba131,67252f3b2a6fe5e7
pilot,hurricane_irma__905670102833446912__905670102833446912_0,cluster_00109,hurricane_irma,little_or_no_damage,f695aa405b85104a2b3ead30e4fdfc72fdefefda1bc6cc7b9007ee7e29aeb792,a6c2d3868c11004c
pilot,hurricane_irma__905715102258569216__905715102258569216_0,cluster_00115,hurricane_irma,little_or_no_damage,337f0379291d858f4c160a20fe2974fb59b8319b01338fa93fcffd7d400ec9b7,f9ce1e3eb4b0fbf9
pilot,hurricane_irma__909381728061464577__909381728061464577_0,cluster_02002,hurricane_irma,severe_damage,c49a002b4fdbc2612c35c05c50711fc2529a3d2f5593f42791af7088375b4a8f,ed2c23c1084c4953
pilot,hurricane_irma__909412901626236929__909412901626236929_0,cluster_00137,hurricane_irma,little_or_no_damage,0006b5109d8fccb02120cbb4a9633a8404dc7e302dc7a3820e8288e9d1e8275c,f671791eb2efe999
pilot,hurricane_irma__909415467655335936__909415467655335936_0,cluster_00635,hurricane_irma,mild_damage,0cb6e3ee09b2b48dc7fc6bc95109a1c9fe8b2585f32f71a2be52c651ef6678b6,7e392711bcc60c04
pilot,hurricane_irma__909431758822739969__909431758822739969_0,cluster_00144,hurricane_irma,little_or_no_damage,38c5199d16a1b60bc6bc9c1f8746d2522edb2ed63762f620a4db9789a011ca06,0f0f9f39363c4c4f
pilot,hurricane_irma__909484405214908419__909484405214908419_0,cluster_00656,hurricane_irma,mild_damage,f691602319aa7228ee9491443dfd9cd7045aadf42ac10187ab700bc4886c9fca,1b614bbb3b53e2ba
pilot,hurricane_irma__909492529854377984__909492529854377984_0,cluster_02064,hurricane_irma,severe_damage,f2044c4058710a4b4813b6b773aca647dbd1802adbbf1285ef72dfc405ea4c82,804e67773b05c5fd
pilot,hurricane_irma__909717040205828097__909717040205828097_0,cluster_00664,hurricane_irma,mild_damage,9033a928ab014f909081019f17612d95ef1c6742186889e673ac2ce4c20aa644,c2c060e48e963fb8
pilot,hurricane_irma__909739206293049344__909739206293049344_0,cluster_00672,hurricane_irma,mild_damage,10e282e1f60d0b57cd9e016e8e7a2b418aaf66e66d9f4848234358aabc677eea,0bbbb3373797174b
pilot,hurricane_irma__909796226169819140__909796226169819140_1,cluster_00192,hurricane_irma,little_or_no_damage,d99ae0ff1edfb77b1e72afc04848902ba2d04d986e0372b9b15ae923380ab6a7,edad593ba77d1c39
pilot,hurricane_irma__909839453010702338__909839453010702338_0,cluster_00211,hurricane_irma,little_or_no_damage,b692b42a1f054e7126ba1dbc255588fb8160bd9641fe58f133ab94563d4725a4,0f2bfad3cb48999d
pilot,hurricane_irma__909843612309102592__909843612309102592_0,cluster_00706,hurricane_irma,little_or_no_damage,31aaa53dd7bad6ecc5ded1669e6cd22fe9b9521b9147eb9392d3dd4892c9d22c,0145cdc9532361a1
pilot,hurricane_irma__909900385581764608__909900385581764608_0,cluster_00724,hurricane_irma,mild_damage,58e7538645466c84dbafc25a0a65fef34ec9088757828316bd1da98a891d17cd,781e8e62e171598d
pilot,hurricane_irma__909902707028316161__909902707028316161_0,cluster_00231,hurricane_irma,little_or_no_damage,e25fbc3aee0da074b1e0dab2fe0e933d1c70755218fa0042fe128c668a3c04c1,1313151f1f192781
pilot,hurricane_irma__910177644444110848__910177644444110848_1,cluster_00279,hurricane_irma,little_or_no_damage,2e4622aa894ab3691a3363feffc50cdef65a88596efb4e2f56a03737a6ce70b1,1303440240418003
pilot,hurricane_irma__910222023263084544__910222023263084544_0,cluster_02224,hurricane_irma,severe_damage,45583e21cd31c3aa1f61b81934e1c5dd383fba57c95a5f70dccfc7a47ac1e2fa,174747073f7bdbdb
pilot,hurricane_maria__911546468791709697__911546468791709697_0,cluster_00835,hurricane_maria,mild_damage,2317d08a086c4613b247dddf5ef8c63917965e50c6b0f3049226ca0834a23936,22938f8c9f9f1e33
pilot,hurricane_maria__911786535321604096__911786535321604096_0,cluster_02335,hurricane_maria,severe_damage,78d1a4833ccd60c16c347af86b066181c344c7dee821056574faee15b037e3aa,13273f23134c9393
pilot,hurricane_maria__912021033984626688__912021033984626688_0,cluster_00850,hurricane_maria,mild_damage,4f360e650f0051629f98c1a5b32edaffe7783480e9985095949be23536e5a015,465d09a109830f6d
pilot,hurricane_maria__912949692413161472__912949692413161472_0,cluster_02390,hurricane_maria,severe_damage,4a2dd20ac949b766ad159e5c95a31ca021a2e7c90317dc941589fefe8a7c9b93,03016a3c4c105322
pilot,hurricane_maria__913062398004776960__913062398004776960_0,cluster_02400,hurricane_maria,severe_damage,fbcceb9cb77e0e1747ba787fd4c1fad5a77ac60a34e394332f143609cf997e3c,f9fc4cd9191e9c8c
pilot,hurricane_maria__913795571193978880__913795571193978880_0,cluster_00327,hurricane_maria,little_or_no_damage,123d231f67874afd0bcf300ad17236045b692c62b37f0de412e36450d96f3d5a,ccc686849697b6a0
pilot,hurricane_maria__913983131262128129__913983131262128129_0,cluster_02447,hurricane_maria,severe_damage,fc4ac5ee0c94e84eb4fd0ab3ecdfe21191a5e5a1b1b19a2991b9bae2166eee03,61256b3352c7e3b3
pilot,hurricane_maria__913992284986855424__913992284986855424_0,cluster_00329,hurricane_maria,little_or_no_damage,cf9c7a83ee7e2c14ff97d669d6f23b48d813cf7b32f15eb484cc3544702b3c2c,c0d0e1849cc1e3e8
pilot,hurricane_maria__914329492830789634__914329492830789634_1,cluster_02462,hurricane_maria,mild_damage,cc56e5f40ee3f25c3c8ce490f60904ccd926b112dd42bceb4d1bbfcf2efbdfa7,99a436cf5f3d5425
pilot,hurricane_maria__914555402737668097__914555402737668097_1,cluster_00903,hurricane_maria,little_or_no_damage,4b4eb84be53feecb18b2c9e57491b9c1acfbaac2262e20d0f54d91694c7b4d26,99435b4fd969667a
pilot,hurricane_maria__921427706880954369__921427706880954369_0,cluster_00940,hurricane_maria,mild_damage,5dad325227181355f3fca18a5293dc7ad9655ccf9b2ff766ab3bba95681200fa,8db2b2f2f6b49001
pilot,hurricane_maria__922464066622377986__922464066622377986_0,cluster_00346,hurricane_maria,little_or_no_damage,c9d6531d0bff178788de38a8c3df7eb1fe8fcda7f1f560f13d38e439c706d675,f0ecec555555d5d4
pilot,hurricane_maria__922601042533007362__922601042533007362_0,cluster_00349,hurricane_maria,little_or_no_damage,3584e0e874493c537e4bec9119de290485c5676b1653b7f40edd332bd7209762,26270e0d0d0d2e2e
pilot,hurricane_maria__922969963035615233__922969963035615233_0,cluster_00353,hurricane_maria,little_or_no_damage,701b6270254f155d7d2a5d192b85045bc02cfa78b414dc262a39b5c76bd541a2,f84f4625251b1155
pilot,hurricane_maria__923670505391042561__923670505391042561_0,cluster_00984,hurricane_maria,mild_damage,a25bc75b4f6e87dcf6dc00512ae7006d772fbcc8920db693d107b9324d27ab69,1a3e3a1001111313
pilot,hurricane_maria__927192810146619393__927192810146619393_0,cluster_00360,hurricane_maria,little_or_no_damage,4a4cbe0ff12ec1895e9c217d0546fa45c6fa665ddfdbede13c6ed8f592542ecc,9a1ebce957d7ff9f
pilot,hurricane_maria__928447589287989250__928447589287989250_0,cluster_00362,hurricane_maria,little_or_no_damage,673d5b813adc698a8acf410d9d1987e42e7c81b5ae837e730f7609edd1bdc359,e3b692d0e2c9c3eb
pilot,hurricane_maria__928587264518529024__928587264518529024_0,cluster_02620,hurricane_maria,severe_damage,35768b8e884737586e691b302248a7b2f63d284eb39521d26cdd308432c22769,3fb3b319a4abe96b
pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,cluster_02636,iraq_iran_earthquake,severe_damage,84f0849c80a81499a2354ee3e6e86aa37ca9b46279c9b187e4f45f32042bcd45,f7f0f6ec74ed0d03
pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,cluster_02637,iraq_iran_earthquake,severe_damage,ba5c5de188787e40fbc46d51573736bce30b7b009f0c8aa1082abcb4b26245ce,79fd6ce879e1a1a0
pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,cluster_01008,iraq_iran_earthquake,mild_damage,a21d01cb2182ad5fa5641f4d274f8b981c30ea64259398a246d527cb1e327fdc,5272caf2a29abaf0
pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,cluster_01009,iraq_iran_earthquake,mild_damage,c443a65e400d2f1c9d3cedbdd45d0dbb17f15b771faf0f5b11a23918b8292a02,c3124a6925658f8e
pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,cluster_02654,iraq_iran_earthquake,severe_damage,52a600c196b181a148e607cb663f9124314a4d16033667038d5fde75d2053e11,222480888b4e1b0c
pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,cluster_02691,iraq_iran_earthquake,severe_damage,ab6ddd397205f57b3a0e8e091e614b01bd558ea2cbe6621607dfedd7303f2772,99d8449db2467e4d
pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,cluster_01011,iraq_iran_earthquake,mild_damage,9bfbfda59c74d1cedda8c4436ad02bb2389486a098efe949817d71b001d34f33,61c4c4e2f3f3f58e
pilot,mexico_earthquake__910523983149252608__910523983149252608_0,cluster_01014,mexico_earthquake,mild_damage,245a19fda7c7e1a203cb4cf441c0e9e232d30b5d5d39128b1ffc8792d96ff9d0,a5a5b6b486f495d5
pilot,mexico_earthquake__910614931262681089__910614931262681089_0,cluster_01021,mexico_earthquake,mild_damage,0bd1c628dc748f1f469a83b2cfa15c6f1f90855a6d3f691a33c677e24da09e74,2f0f9d15178fcb1b
pilot,mexico_earthquake__910655089211142145__910655089211142145_0,cluster_01022,mexico_earthquake,mild_damage,81d948e5b6eb43a54d244c88275ca4156c23707a77f513b8d1c196f4c3975a10,a3c85466624cfd20
pilot,mexico_earthquake__910708399377080322__910708399377080322_0,cluster_02811,mexico_earthquake,severe_damage,828ab38885c24e1d1a683be070a1952f94654ba7e86edbc99f23d4998a944240,3f1b233829160c0f
pilot,mexico_earthquake__911784599163895810__911784599163895810_0,cluster_02833,mexico_earthquake,severe_damage,be4bf0abfc478929f02855b1689ad3f83bc057e01803b30c1675de56a632a7ca,e75bd97d7f3c54ce
pilot,mexico_earthquake__911827596748447744__911827596748447744_0,cluster_01028,mexico_earthquake,mild_damage,32383e7bab8cd866e760df2208b2375955e8f61e1f2e1828735737578f0d0255,0e0e0e8f0f0f0e9e
pilot,mexico_earthquake__911974797113950208__911974797113950208_0,cluster_02841,mexico_earthquake,severe_damage,35be4929b9b66b54def86587d45f3bd785fc4d75a04872c853de711690b74bd4,e9e1e5e4343435ed
pilot,mexico_earthquake__914163198177300480__914163198177300480_0,cluster_02869,mexico_earthquake,severe_damage,f3985efcd25e32fb497d72fa0630c1fb5144f7c4c01035c1b6fbb0d6fa2f6801,0f01e3bc1c1b9787
pilot,srilanka_floods__870052558928138240__870052558928138240_0,cluster_01039,srilanka_floods,mild_damage,9756163c738d7ee88064ae1de8ad71c258c6d299c28fafd86c0f69e2c989ba87,62c9c1938124195a
pilot,srilanka_floods__870209884452552705__870209884452552705_0,cluster_02895,srilanka_floods,severe_damage,947be5e6fbbac6118ba24a411716a1cd09b9affbabbbf061f539e42ebbca3537,381c1c195363c626
pilot,srilanka_floods__870347744912711680__870347744912711680_0,cluster_01045,srilanka_floods,mild_damage,9abb06ba9ce52d796d88dae3107b81d123eb87d6835fe8f002ff2134d3cb9a46,82ca424c328e1d4c
pilot,srilanka_floods__870349300185706496__870349300185706496_0,cluster_01046,srilanka_floods,mild_damage,5edbbc49c13e9936be77ce755a93f752e0602867bc30f0ed7d164eca57d4c06f,030707070d0c0f3f
pilot,srilanka_floods__870917963821535233__870917963821535233_0,cluster_02914,srilanka_floods,severe_damage,9d9f55998b54bef130f892da5f4d84c81ce4be74633afbab41abfefea5108c48,3e3c3bbb98cc0cb2
pilot,srilanka_floods__872085722575929345__872085722575929345_0,cluster_02923,srilanka_floods,severe_damage,ff8b769b6e3b6008462937e136c6dc38a1fe149895ea1c171a0e878eaee33d4b,1f6343430f971b1e
pilot,srilanka_floods__872502041255530496__872502041255530496_0,cluster_02925,srilanka_floods,severe_damage,5213f57d083ea869ac43004978541ce834c2b388c8b0df7ba87b730f723b15de,eeeede9e8fa7b777
pilot,srilanka_floods__875116643453632512__875116643453632512_2,cluster_02930,srilanka_floods,mild_damage,0f3a559e0a2796477eda7bfc8961913a9832897fb0fb2e5bcd1523e976f3f75e,c2808c89a004c400
main,california_wildfires__917794360581869569__917794360581869569_0,cluster_01060,california_wildfires,severe_damage,e9646a486e9d1cf28ee12be5f99978d4bf9e76ac18ff817af787e06d0130f399,0b03110347b76701
main,california_wildfires__917796883610820608__917796883610820608_0,cluster_01064,california_wildfires,severe_damage,4a4e177484f036485d2b73077d650d27bc197f4ea39729b05059098cf9e5304c,030303839060040a
main,california_wildfires__917797763282214913__917797763282214913_0,cluster_01331,california_wildfires,severe_damage,ca4a48de4a1b11824d6acc7f0229414771969260208302d78c594bea2b4f7767,100a2a7343535f87
main,california_wildfires__917815040962695168__917815040962695168_2,cluster_00377,california_wildfires,mild_damage,9e5d4a694e70ad6023be0818fd132902568913bcef9a38f2c01f87adefca5ec0,67e701030fd7973f
main,california_wildfires__917818995377569793__917818995377569793_0,cluster_01070,california_wildfires,severe_damage,fd26268c7aa7a09dd2b850a4a42bd7cd5b740d9ff28df0d87533cf25b7783e9c,333f387351496458
main,california_wildfires__917820061758263296__917820061758263296_0,cluster_01071,california_wildfires,severe_damage,fc8cd830886bca506213323a9a1ae553bcf6d720a5467fd971b8cc9cffd4119b,c7c70f8f9f1f1d0f
main,california_wildfires__917831909111222272__917831909111222272_0,cluster_01081,california_wildfires,severe_damage,b78218574e6a2c7f0378cf9bc77f5ee4364a11fe9ba38c2108a2d1678f0461cf,070d17332f0f0101
main,california_wildfires__917846485965959168__917846485965959168_0,cluster_00379,california_wildfires,mild_damage,0ffd2e7c9de730f86d4f2f7d8b9e218c82d2e9f30637ba50f4d8f69091592324,dfbf3e3e7effd3d2
main,california_wildfires__917847652062162944__917847652062162944_0,cluster_01094,california_wildfires,severe_damage,2c4dcfc5ed376468b0fbdf6af19169c87a02376ec78dfe4f61ce8539a62a0773,0303272787510521
main,california_wildfires__917848209661112320__917848209661112320_0,cluster_01095,california_wildfires,severe_damage,96e8f31ed110be96e277dd222b4ff72bc0abba45ff090475d73a43283cd18f20,2504222aee2e2266
main,california_wildfires__917871832467955714__917871832467955714_0,cluster_01107,california_wildfires,severe_damage,1ee6d796717db3f4383d79653d353eb30e01c489a07559eb3d6452d248fd7648,06646465654e0f0d
main,california_wildfires__917933070358941696__917933070358941696_0,cluster_01119,california_wildfires,severe_damage,5fa688987987ca14e184378be32a135a3d521eab15a4ddfb89bb61f618fbe1f0,03010084844cc740
main,california_wildfires__917956700149227520__917956700149227520_0,cluster_00381,california_wildfires,mild_damage,2eb70ded82fa7342ceac160204d800ebf17f759522e17d347d9b8253505c70ac,8307030656b60b23
main,california_wildfires__917993008456519681__917993008456519681_0,cluster_01103,california_wildfires,mild_damage,7b55edce3d9066e6ffa6569f3b98e27662aa1c7970b5ae6a729accf1aa44f87a,8e86a9d9d61445d9
main,california_wildfires__918115021661421568__918115021661421568_0,cluster_01175,california_wildfires,severe_damage,d5e778e9897d44c3101d43ce5a41178444540a9c6bc332e3a93f23262c6edbeb,cbc6c282934b8b1c
main,california_wildfires__918240774462074880__918240774462074880_0,cluster_01183,california_wildfires,severe_damage,bc2e60568ad45e94d9ac90c39fce2715e8e84326bddb71c82ae3f1e7ecd5cdb5,1f1f1f1f3d371f00
main,california_wildfires__919562679404003328__919562679404003328_2,cluster_00386,california_wildfires,mild_damage,9f88734f260b0aea2858b9c054daff5b25d302843c210b505248eb8019617441,83a72f69e86e5232
main,california_wildfires__919563091406286848__919563091406286848_0,cluster_01202,california_wildfires,severe_damage,f5e46ef5cea17eb3c09e992a1a6d1b24d83bbd67fddb0b026b221ad382db2734,838323278397278b
main,california_wildfires__919563224152006656__919563224152006656_0,cluster_01203,california_wildfires,severe_damage,72eb569762908187834314e5fa46f7f4dbfaee4932aed97939928569256fff13,9da6a0b1b360c248
main,california_wildfires__919586694478925824__919586694478925824_0,cluster_01213,california_wildfires,severe_damage,b282b9051a2f23231576916ddb756b02c4673805c1a4b3c95df470197ded428d,6a6bb5151b967477
main,california_wildfires__919602818910179328__919602818910179328_0,cluster_01218,california_wildfires,severe_damage,0071788c029e7828b94158add68fb103adcc03531d1a76e934cacb678b8c3b36,24f822f4cc872fc6
main,california_wildfires__919611976220737536__919611976220737536_0,cluster_01222,california_wildfires,severe_damage,f683f467021b8f25c176b83d7f1c79bff65e2248c651f8d03d1f84b1ca2b7f47,1713331139f38faf
main,california_wildfires__919653166974750720__919653166974750720_0,cluster_00388,california_wildfires,mild_damage,ea8f7feb36d43de572a8321b209a14dcbfeb840bbb7243547398e23f8368982e,6473131732687371
main,california_wildfires__919684475990130689__919684475990130689_0,cluster_00389,california_wildfires,mild_damage,852050745cabe4885dd4506d295c144711a6c77046cfb20e77b63b407d0f50f8,27263e3dd9d9f9c8
main,california_wildfires__919688548323864577__919688548323864577_0,cluster_01244,california_wildfires,severe_damage,076ea318aabe1a787dd67ceb7590c6e7144981528022988a31a8412034ac45e2,46c2675f9b1f499f
main,california_wildfires__919752558926802944__919752558926802944_0,cluster_00391,california_wildfires,mild_damage,3211592df24b35bcb4b9e2164ceec3d0e413846a934df58a21498956866345ef,0b1f4f4b4933332d
main,california_wildfires__919799276271800320__919799276271800320_0,cluster_00392,california_wildfires,mild_damage,0345fd32eb6a57ef63fb8aed614ad65525dbae6f8d5adacf6901233ed34e5e03,1e184e4ca7a3064c
main,california_wildfires__919836010292416512__919836010292416512_0,cluster_01257,california_wildfires,severe_damage,157800b66d80ed697fbb5cd0214ba7a63c3f9495b02f4aab026a4c5ea93a5e8b,0f46cecdd9b2a49b
main,california_wildfires__919921994245709825__919921994245709825_0,cluster_01262,california_wildfires,severe_damage,f7f9146783bc3841198caf77acf975c40b0efa6deedd50d0b00b411623e9220f,2b230b1717979797
main,california_wildfires__919934490494910464__919934490494910464_0,cluster_01268,california_wildfires,severe_damage,364bebd09d85b41813e2a02e81f89fe50c7961a714ae787054f7fc50f6b7dca7,03133a181a393958
main,california_wildfires__919943278220341249__919943278220341249_0,cluster_00395,california_wildfires,mild_damage,f40194e885865282735a23511b7fd24b6f750e7f3b6f9023ad9ffbd9a0c1b72c,18181c1c153d92a4
main,california_wildfires__919955764231278592__919955764231278592_0,cluster_01274,california_wildfires,severe_damage,d388ad1399ed973f9290ccb24f82b75ab9b97b02b173d1b2d49acc38c9a5fae1,736faebb191cb4dc
main,california_wildfires__919979544844439552__919979544844439552_0,cluster_01278,california_wildfires,severe_damage,59d1c3dc69188ad7998e7ed10e00b0c8afedc79579ae50758dca60f4cdeef98d,4121000181031337
main,california_wildfires__920013231862833152__920013231862833152_0,cluster_00399,california_wildfires,mild_damage,4b7d0c5171483305ad4c5ea04d53a185788a359a8ca9c6252b29bc85974d0847,589a9effff7e3c1a
main,california_wildfires__920035964608581632__920035964608581632_0,cluster_01285,california_wildfires,severe_damage,98d382b599ed39bca27d22e8e938dfd56d746a830b69ef78701b3e93dbb8a004,4704010f0fc57c23
main,california_wildfires__920097325996847106__920097325996847106_0,cluster_01293,california_wildfires,severe_damage,956162ad6c9d6de68e4b17730b59214d160209fb0a81bc97455b6913b29c9d41,8189c7c5dc4bc9d8
main,california_wildfires__920110234433146880__920110234433146880_0,cluster_00401,california_wildfires,mild_damage,982d0dbff417a7b61f9a379957a0afdff82b1ef9137eb919fd942bd2b0deb9d1,87070f034333a594
main,california_wildfires__920229166410108928__920229166410108928_0,cluster_01304,california_wildfires,severe_damage,c900fc610fff90dbabb520ace82fc73df437ca43bc7f29e99a09a0d32f1052e0,3c5c5132b23838d8
main,california_wildfires__920379194823053312__920379194823053312_0,cluster_01323,california_wildfires,severe_damage,48194b882dcfa991cce3dd4553ca2ebe3ed875d64ccead5520235321531fee4f,0547c766c7953536
main,california_wildfires__920550861343948800__920550861343948800_0,cluster_01241,california_wildfires,mild_damage,803020044ceffa63cf048ce355c750ebe667224e5ca22d88a875456341c8d21f,0000064440a80411
main,california_wildfires__920569455759056896__920569455759056896_0,cluster_00403,california_wildfires,mild_damage,88adbacc25183589ca15d89ce0a7a33333f69bbd64b2c2f7856e94a8d9ed4016,e1e1c34361ca5b0a
main,california_wildfires__920684183105794048__920684183105794048_0,cluster_00404,california_wildfires,mild_damage,9b0ac5d43f537d46b67c9752572393b53933662f4f5bcc71ae56b34e9e11ad70,630b465743b2d252
main,california_wildfires__920730999088017408__920730999088017408_0,cluster_01354,california_wildfires,severe_damage,9b140954ffb568d6b195e969d3da1347a5d511d575bd3a5b051e57b29fd099ab,b393933333331b0f
main,california_wildfires__920875681055113216__920875681055113216_0,cluster_01410,california_wildfires,severe_damage,955a052394e700a25187a8cc9a248258b3ba626546dbf0d64fb60f6ff16c5ac0,8d4b4b172d1e4663
